,period,timedelta,dst,labels
6384,test_a,266 days 00:00:00,13,low
6385,test_a,266 days 01:00:00,14,low
6386,test_a,266 days 02:00:00,11,low
6387,test_a,266 days 03:00:00,4,low
6388,test_a,266 days 04:00:00,2,low
6389,test_a,266 days 05:00:00,0,low
6390,test_a,266 days 06:00:00,-2,low
6391,test_a,266 days 07:00:00,-5,low
6392,test_a,266 days 08:00:00,-6,low
6393,test_a,266 days 09:00:00,-4,low
6394,test_a,266 days 10:00:00,-1,low
6395,test_a,266 days 11:00:00,1,low
6396,test_a,266 days 12:00:00,2,low
6397,test_a,266 days 13:00:00,3,low
6398,test_a,266 days 14:00:00,-1,low
6399,test_a,266 days 15:00:00,-6,low
6400,test_a,266 days 16:00:00,-5,low
6401,test_a,266 days 17:00:00,-8,low
6402,test_a,266 days 18:00:00,-9,low
6403,test_a,266 days 19:00:00,-12,low
6404,test_a,266 days 20:00:00,-8,low
6405,test_a,266 days 21:00:00,-4,low
6406,test_a,266 days 22:00:00,-7,low
6407,test_a,266 days 23:00:00,-11,low
6408,test_a,267 days 00:00:00,-12,low
6409,test_a,267 days 01:00:00,-10,low
6410,test_a,267 days 02:00:00,-7,low
6411,test_a,267 days 03:00:00,-2,low
6412,test_a,267 days 04:00:00,-4,low
6413,test_a,267 days 05:00:00,-7,low
6414,test_a,267 days 06:00:00,-11,low
6415,test_a,267 days 07:00:00,-13,low
6416,test_a,267 days 08:00:00,-12,low
6417,test_a,267 days 09:00:00,-11,low
6418,test_a,267 days 10:00:00,-11,low
6419,test_a,267 days 11:00:00,-8,low
6420,test_a,267 days 12:00:00,-4,low
6421,test_a,267 days 13:00:00,-4,low
6422,test_a,267 days 14:00:00,-6,low
6423,test_a,267 days 15:00:00,-9,low
6424,test_a,267 days 16:00:00,-8,low
6425,test_a,267 days 17:00:00,-9,low
6426,test_a,267 days 18:00:00,-6,low
6427,test_a,267 days 19:00:00,-3,low
6428,test_a,267 days 20:00:00,-1,low
6429,test_a,267 days 21:00:00,2,low
6430,test_a,267 days 22:00:00,6,low
6431,test_a,267 days 23:00:00,6,low
6432,test_a,268 days 00:00:00,5,low
6433,test_a,268 days 01:00:00,5,low
6434,test_a,268 days 02:00:00,2,low
6435,test_a,268 days 03:00:00,-3,low
6436,test_a,268 days 04:00:00,-5,low
6437,test_a,268 days 05:00:00,-4,low
6438,test_a,268 days 06:00:00,-2,low
6439,test_a,268 days 07:00:00,-1,low
6440,test_a,268 days 08:00:00,-1,low
6441,test_a,268 days 09:00:00,-1,low
6442,test_a,268 days 10:00:00,-4,low
6443,test_a,268 days 11:00:00,-6,low
6444,test_a,268 days 12:00:00,-6,low
6445,test_a,268 days 13:00:00,-9,low
6446,test_a,268 days 14:00:00,-8,low
6447,test_a,268 days 15:00:00,-7,low
6448,test_a,268 days 16:00:00,-5,low
6449,test_a,268 days 17:00:00,-3,low
6450,test_a,268 days 18:00:00,0,low
6451,test_a,268 days 19:00:00,2,low
6452,test_a,268 days 20:00:00,0,low
6453,test_a,268 days 21:00:00,3,low
6454,test_a,268 days 22:00:00,6,low
6455,test_a,268 days 23:00:00,5,low
6456,test_a,269 days 00:00:00,5,low
6457,test_a,269 days 01:00:00,5,low
6458,test_a,269 days 02:00:00,5,low
6459,test_a,269 days 03:00:00,2,low
6460,test_a,269 days 04:00:00,0,low
6461,test_a,269 days 05:00:00,3,low
6462,test_a,269 days 06:00:00,2,low
6463,test_a,269 days 07:00:00,1,low
6464,test_a,269 days 08:00:00,-3,low
6465,test_a,269 days 09:00:00,-3,low
6466,test_a,269 days 10:00:00,-3,low
6467,test_a,269 days 11:00:00,-5,low
6468,test_a,269 days 12:00:00,-10,low
6469,test_a,269 days 13:00:00,-9,low
6470,test_a,269 days 14:00:00,-4,low
6471,test_a,269 days 15:00:00,-8,low
6472,test_a,269 days 16:00:00,-4,low
6473,test_a,269 days 17:00:00,0,low
6474,test_a,269 days 18:00:00,-3,low
6475,test_a,269 days 19:00:00,-9,low
6476,test_a,269 days 20:00:00,-9,low
6477,test_a,269 days 21:00:00,-5,low
6478,test_a,269 days 22:00:00,-5,low
6479,test_a,269 days 23:00:00,-6,low
6480,test_a,270 days 00:00:00,-9,low
6481,test_a,270 days 01:00:00,-9,low
6482,test_a,270 days 02:00:00,-14,low
6483,test_a,270 days 03:00:00,-16,low
6484,test_a,270 days 04:00:00,-20,low
6485,test_a,270 days 05:00:00,-24,low
6486,test_a,270 days 06:00:00,-27,low
6487,test_a,270 days 07:00:00,-31,low
6488,test_a,270 days 08:00:00,-27,low
6489,test_a,270 days 09:00:00,-21,low
6490,test_a,270 days 10:00:00,-19,low
6491,test_a,270 days 11:00:00,-14,low
6492,test_a,270 days 12:00:00,-10,low
6493,test_a,270 days 13:00:00,-9,low
6494,test_a,270 days 14:00:00,-12,low
6495,test_a,270 days 15:00:00,-11,low
6496,test_a,270 days 16:00:00,-9,low
6497,test_a,270 days 17:00:00,-9,low
6498,test_a,270 days 18:00:00,-10,low
6499,test_a,270 days 19:00:00,-12,low
6500,test_a,270 days 20:00:00,-8,low
6501,test_a,270 days 21:00:00,-11,low
6502,test_a,270 days 22:00:00,-15,low
6503,test_a,270 days 23:00:00,-14,low
6504,test_a,271 days 00:00:00,-8,low
6505,test_a,271 days 01:00:00,-9,low
6506,test_a,271 days 02:00:00,-8,low
6507,test_a,271 days 03:00:00,-8,low
6508,test_a,271 days 04:00:00,-10,low
6509,test_a,271 days 05:00:00,-12,low
6510,test_a,271 days 06:00:00,-16,low
6511,test_a,271 days 07:00:00,-17,low
6512,test_a,271 days 08:00:00,-19,low
6513,test_a,271 days 09:00:00,-18,low
6514,test_a,271 days 10:00:00,-14,low
6515,test_a,271 days 11:00:00,-10,low
6516,test_a,271 days 12:00:00,-8,low
6517,test_a,271 days 13:00:00,-6,low
6518,test_a,271 days 14:00:00,-8,low
6519,test_a,271 days 15:00:00,-10,low
6520,test_a,271 days 16:00:00,-7,low
6521,test_a,271 days 17:00:00,-5,low
6522,test_a,271 days 18:00:00,-4,low
6523,test_a,271 days 19:00:00,-4,low
6524,test_a,271 days 20:00:00,-2,low
6525,test_a,271 days 21:00:00,1,low
6526,test_a,271 days 22:00:00,-2,low
6527,test_a,271 days 23:00:00,-3,low
6528,test_a,272 days 00:00:00,-3,low
6529,test_a,272 days 01:00:00,-2,low
6530,test_a,272 days 02:00:00,-4,low
6531,test_a,272 days 03:00:00,-5,low
6532,test_a,272 days 04:00:00,-2,low
6533,test_a,272 days 05:00:00,8,low
6534,test_a,272 days 06:00:00,-12,low
6535,test_a,272 days 07:00:00,-18,low
6536,test_a,272 days 08:00:00,-14,low
6537,test_a,272 days 09:00:00,-11,low
6538,test_a,272 days 10:00:00,-17,low
6539,test_a,272 days 11:00:00,-16,low
6540,test_a,272 days 12:00:00,-17,low
6541,test_a,272 days 13:00:00,-14,low
6542,test_a,272 days 14:00:00,-11,low
6543,test_a,272 days 15:00:00,-8,low
6544,test_a,272 days 16:00:00,-3,low
6545,test_a,272 days 17:00:00,0,low
6546,test_a,272 days 18:00:00,-3,low
6547,test_a,272 days 19:00:00,-2,low
6548,test_a,272 days 20:00:00,-6,low
6549,test_a,272 days 21:00:00,-12,low
6550,test_a,272 days 22:00:00,-34,low
6551,test_a,272 days 23:00:00,-55,mid
6552,test_a,273 days 00:00:00,-65,mid
6553,test_a,273 days 01:00:00,-71,mid
6554,test_a,273 days 02:00:00,-68,mid
6555,test_a,273 days 03:00:00,-64,mid
6556,test_a,273 days 04:00:00,-63,mid
6557,test_a,273 days 05:00:00,-60,mid
6558,test_a,273 days 06:00:00,-65,mid
6559,test_a,273 days 07:00:00,-66,mid
6560,test_a,273 days 08:00:00,-62,mid
6561,test_a,273 days 09:00:00,-53,mid
6562,test_a,273 days 10:00:00,-50,mid
6563,test_a,273 days 11:00:00,-51,mid
6564,test_a,273 days 12:00:00,-45,low
6565,test_a,273 days 13:00:00,-44,low
6566,test_a,273 days 14:00:00,-44,low
6567,test_a,273 days 15:00:00,-42,low
6568,test_a,273 days 16:00:00,-39,low
6569,test_a,273 days 17:00:00,-37,low
6570,test_a,273 days 18:00:00,-32,low
6571,test_a,273 days 19:00:00,-29,low
6572,test_a,273 days 20:00:00,-25,low
6573,test_a,273 days 21:00:00,-21,low
6574,test_a,273 days 22:00:00,-18,low
6575,test_a,273 days 23:00:00,-19,low
6576,test_a,274 days 00:00:00,-20,low
6577,test_a,274 days 01:00:00,-22,low
6578,test_a,274 days 02:00:00,-19,low
6579,test_a,274 days 03:00:00,-18,low
6580,test_a,274 days 04:00:00,-17,low
6581,test_a,274 days 05:00:00,-19,low
6582,test_a,274 days 06:00:00,-17,low
6583,test_a,274 days 07:00:00,-19,low
6584,test_a,274 days 08:00:00,-18,low
6585,test_a,274 days 09:00:00,-18,low
6586,test_a,274 days 10:00:00,-17,low
6587,test_a,274 days 11:00:00,-13,low
6588,test_a,274 days 12:00:00,-10,low
6589,test_a,274 days 13:00:00,-12,low
6590,test_a,274 days 14:00:00,-10,low
6591,test_a,274 days 15:00:00,-10,low
6592,test_a,274 days 16:00:00,-9,low
6593,test_a,274 days 17:00:00,-12,low
6594,test_a,274 days 18:00:00,-14,low
6595,test_a,274 days 19:00:00,-9,low
6596,test_a,274 days 20:00:00,-8,low
6597,test_a,274 days 21:00:00,-12,low
6598,test_a,274 days 22:00:00,-10,low
6599,test_a,274 days 23:00:00,-5,low
6600,test_a,275 days 00:00:00,-4,low
6601,test_a,275 days 01:00:00,1,low
6602,test_a,275 days 02:00:00,3,low
6603,test_a,275 days 03:00:00,-4,low
6604,test_a,275 days 04:00:00,-6,low
6605,test_a,275 days 05:00:00,-5,low
6606,test_a,275 days 06:00:00,-9,low
6607,test_a,275 days 07:00:00,-12,low
6608,test_a,275 days 08:00:00,-8,low
6609,test_a,275 days 09:00:00,-17,low
6610,test_a,275 days 10:00:00,-21,low
6611,test_a,275 days 11:00:00,-21,low
6612,test_a,275 days 12:00:00,-16,low
6613,test_a,275 days 13:00:00,-14,low
6614,test_a,275 days 14:00:00,-29,low
6615,test_a,275 days 15:00:00,-36,low
6616,test_a,275 days 16:00:00,-36,low
6617,test_a,275 days 17:00:00,-35,low
6618,test_a,275 days 18:00:00,-33,low
6619,test_a,275 days 19:00:00,-39,low
6620,test_a,275 days 20:00:00,-39,low
6621,test_a,275 days 21:00:00,-36,low
6622,test_a,275 days 22:00:00,-36,low
6623,test_a,275 days 23:00:00,-46,low
6624,test_a,276 days 00:00:00,-31,low
6625,test_a,276 days 01:00:00,-27,low
6626,test_a,276 days 02:00:00,-26,low
6627,test_a,276 days 03:00:00,-24,low
6628,test_a,276 days 04:00:00,-21,low
6629,test_a,276 days 05:00:00,-18,low
6630,test_a,276 days 06:00:00,-14,low
6631,test_a,276 days 07:00:00,-11,low
6632,test_a,276 days 08:00:00,-10,low
6633,test_a,276 days 09:00:00,-7,low
6634,test_a,276 days 10:00:00,-3,low
6635,test_a,276 days 11:00:00,0,low
6636,test_a,276 days 12:00:00,3,low
6637,test_a,276 days 13:00:00,3,low
6638,test_a,276 days 14:00:00,2,low
6639,test_a,276 days 15:00:00,3,low
6640,test_a,276 days 16:00:00,-1,low
6641,test_a,276 days 17:00:00,0,low
6642,test_a,276 days 18:00:00,5,low
6643,test_a,276 days 19:00:00,3,low
6644,test_a,276 days 20:00:00,0,low
6645,test_a,276 days 21:00:00,-4,low
6646,test_a,276 days 22:00:00,3,low
6647,test_a,276 days 23:00:00,5,low
6648,test_a,277 days 00:00:00,0,low
6649,test_a,277 days 01:00:00,-10,low
6650,test_a,277 days 02:00:00,-18,low
6651,test_a,277 days 03:00:00,-32,low
6652,test_a,277 days 04:00:00,-36,low
6653,test_a,277 days 05:00:00,-37,low
6654,test_a,277 days 06:00:00,-37,low
6655,test_a,277 days 07:00:00,-35,low
6656,test_a,277 days 08:00:00,-31,low
6657,test_a,277 days 09:00:00,-21,low
6658,test_a,277 days 10:00:00,-18,low
6659,test_a,277 days 11:00:00,-15,low
6660,test_a,277 days 12:00:00,-11,low
6661,test_a,277 days 13:00:00,-16,low
6662,test_a,277 days 14:00:00,-15,low
6663,test_a,277 days 15:00:00,-17,low
6664,test_a,277 days 16:00:00,-23,low
6665,test_a,277 days 17:00:00,-21,low
6666,test_a,277 days 18:00:00,-21,low
6667,test_a,277 days 19:00:00,-22,low
6668,test_a,277 days 20:00:00,-23,low
6669,test_a,277 days 21:00:00,-24,low
6670,test_a,277 days 22:00:00,-21,low
6671,test_a,277 days 23:00:00,-20,low
6672,test_a,278 days 00:00:00,-19,low
6673,test_a,278 days 01:00:00,-16,low
6674,test_a,278 days 02:00:00,-13,low
6675,test_a,278 days 03:00:00,-12,low
6676,test_a,278 days 04:00:00,-17,low
6677,test_a,278 days 05:00:00,-24,low
6678,test_a,278 days 06:00:00,-31,low
6679,test_a,278 days 07:00:00,-24,low
6680,test_a,278 days 08:00:00,-17,low
6681,test_a,278 days 09:00:00,-18,low
6682,test_a,278 days 10:00:00,-18,low
6683,test_a,278 days 11:00:00,-11,low
6684,test_a,278 days 12:00:00,-14,low
6685,test_a,278 days 13:00:00,-17,low
6686,test_a,278 days 14:00:00,-22,low
6687,test_a,278 days 15:00:00,-23,low
6688,test_a,278 days 16:00:00,-17,low
6689,test_a,278 days 17:00:00,-26,low
6690,test_a,278 days 18:00:00,-37,low
6691,test_a,278 days 19:00:00,-32,low
6692,test_a,278 days 20:00:00,-24,low
6693,test_a,278 days 21:00:00,-17,low
6694,test_a,278 days 22:00:00,-16,low
6695,test_a,278 days 23:00:00,-20,low
6696,test_a,279 days 00:00:00,-13,low
6697,test_a,279 days 01:00:00,-9,low
6698,test_a,279 days 02:00:00,-12,low
6699,test_a,279 days 03:00:00,-17,low
6700,test_a,279 days 04:00:00,-17,low
6701,test_a,279 days 05:00:00,-18,low
6702,test_a,279 days 06:00:00,-23,low
6703,test_a,279 days 07:00:00,-17,low
6704,test_a,279 days 08:00:00,-12,low
6705,test_a,279 days 09:00:00,-8,low
6706,test_a,279 days 10:00:00,-6,low
6707,test_a,279 days 11:00:00,-3,low
6708,test_a,279 days 12:00:00,-5,low
6709,test_a,279 days 13:00:00,-11,low
6710,test_a,279 days 14:00:00,-10,low
6711,test_a,279 days 15:00:00,-12,low
6712,test_a,279 days 16:00:00,-12,low
6713,test_a,279 days 17:00:00,-12,low
6714,test_a,279 days 18:00:00,-10,low
6715,test_a,279 days 19:00:00,-10,low
6716,test_a,279 days 20:00:00,-10,low
6717,test_a,279 days 21:00:00,-8,low
6718,test_a,279 days 22:00:00,-5,low
6719,test_a,279 days 23:00:00,-1,low
6720,test_a,280 days 00:00:00,-1,low
6721,test_a,280 days 01:00:00,-4,low
6722,test_a,280 days 02:00:00,-5,low
6723,test_a,280 days 03:00:00,-8,low
6724,test_a,280 days 04:00:00,-9,low
6725,test_a,280 days 05:00:00,-8,low
6726,test_a,280 days 06:00:00,-9,low
6727,test_a,280 days 07:00:00,-10,low
6728,test_a,280 days 08:00:00,-17,low
6729,test_a,280 days 09:00:00,-16,low
6730,test_a,280 days 10:00:00,-10,low
6731,test_a,280 days 11:00:00,-8,low
6732,test_a,280 days 12:00:00,-8,low
6733,test_a,280 days 13:00:00,-8,low
6734,test_a,280 days 14:00:00,-8,low
6735,test_a,280 days 15:00:00,-8,low
6736,test_a,280 days 16:00:00,-9,low
6737,test_a,280 days 17:00:00,-8,low
6738,test_a,280 days 18:00:00,-7,low
6739,test_a,280 days 19:00:00,-8,low
6740,test_a,280 days 20:00:00,-8,low
6741,test_a,280 days 21:00:00,-4,low
6742,test_a,280 days 22:00:00,0,low
6743,test_a,280 days 23:00:00,-1,low
6744,test_a,281 days 00:00:00,0,low
6745,test_a,281 days 01:00:00,0,low
6746,test_a,281 days 02:00:00,-1,low
6747,test_a,281 days 03:00:00,-5,low
6748,test_a,281 days 04:00:00,-7,low
6749,test_a,281 days 05:00:00,-5,low
6750,test_a,281 days 06:00:00,-2,low
6751,test_a,281 days 07:00:00,0,low
6752,test_a,281 days 08:00:00,1,low
6753,test_a,281 days 09:00:00,2,low
6754,test_a,281 days 10:00:00,5,low
6755,test_a,281 days 11:00:00,7,low
6756,test_a,281 days 12:00:00,5,low
6757,test_a,281 days 13:00:00,1,low
6758,test_a,281 days 14:00:00,-9,low
6759,test_a,281 days 15:00:00,-18,low
6760,test_a,281 days 16:00:00,-22,low
6761,test_a,281 days 17:00:00,-19,low
6762,test_a,281 days 18:00:00,-14,low
6763,test_a,281 days 19:00:00,-12,low
6764,test_a,281 days 20:00:00,-14,low
6765,test_a,281 days 21:00:00,-12,low
6766,test_a,281 days 22:00:00,-8,low
6767,test_a,281 days 23:00:00,-4,low
6768,test_a,282 days 00:00:00,-1,low
6769,test_a,282 days 01:00:00,1,low
6770,test_a,282 days 02:00:00,0,low
6771,test_a,282 days 03:00:00,-1,low
6772,test_a,282 days 04:00:00,-4,low
6773,test_a,282 days 05:00:00,-1,low
6774,test_a,282 days 06:00:00,2,low
6775,test_a,282 days 07:00:00,3,low
6776,test_a,282 days 08:00:00,0,low
6777,test_a,282 days 09:00:00,-5,low
6778,test_a,282 days 10:00:00,-13,low
6779,test_a,282 days 11:00:00,-19,low
6780,test_a,282 days 12:00:00,-20,low
6781,test_a,282 days 13:00:00,-16,low
6782,test_a,282 days 14:00:00,-14,low
6783,test_a,282 days 15:00:00,-15,low
6784,test_a,282 days 16:00:00,-18,low
6785,test_a,282 days 17:00:00,-17,low
6786,test_a,282 days 18:00:00,-15,low
6787,test_a,282 days 19:00:00,-11,low
6788,test_a,282 days 20:00:00,-11,low
6789,test_a,282 days 21:00:00,-9,low
6790,test_a,282 days 22:00:00,-15,low
6791,test_a,282 days 23:00:00,-22,low
6792,test_a,283 days 00:00:00,-25,low
6793,test_a,283 days 01:00:00,-29,low
6794,test_a,283 days 02:00:00,-21,low
6795,test_a,283 days 03:00:00,-16,low
6796,test_a,283 days 04:00:00,-28,low
6797,test_a,283 days 05:00:00,-28,low
6798,test_a,283 days 06:00:00,-21,low
6799,test_a,283 days 07:00:00,-16,low
6800,test_a,283 days 08:00:00,-18,low
6801,test_a,283 days 09:00:00,-17,low
6802,test_a,283 days 10:00:00,-16,low
6803,test_a,283 days 11:00:00,-10,low
6804,test_a,283 days 12:00:00,-5,low
6805,test_a,283 days 13:00:00,-8,low
6806,test_a,283 days 14:00:00,-5,low
6807,test_a,283 days 15:00:00,-4,low
6808,test_a,283 days 16:00:00,-6,low
6809,test_a,283 days 17:00:00,-4,low
6810,test_a,283 days 18:00:00,-3,low
6811,test_a,283 days 19:00:00,-2,low
6812,test_a,283 days 20:00:00,-1,low
6813,test_a,283 days 21:00:00,-2,low
6814,test_a,283 days 22:00:00,2,low
6815,test_a,283 days 23:00:00,4,low
6816,test_a,284 days 00:00:00,8,low
6817,test_a,284 days 01:00:00,4,low
6818,test_a,284 days 02:00:00,6,low
6819,test_a,284 days 03:00:00,5,low
6820,test_a,284 days 04:00:00,2,low
6821,test_a,284 days 05:00:00,1,low
6822,test_a,284 days 06:00:00,0,low
6823,test_a,284 days 07:00:00,-4,low
6824,test_a,284 days 08:00:00,-8,low
6825,test_a,284 days 09:00:00,-11,low
6826,test_a,284 days 10:00:00,-4,low
6827,test_a,284 days 11:00:00,-1,low
6828,test_a,284 days 12:00:00,-4,low
6829,test_a,284 days 13:00:00,-6,low
6830,test_a,284 days 14:00:00,-6,low
6831,test_a,284 days 15:00:00,-7,low
6832,test_a,284 days 16:00:00,-6,low
6833,test_a,284 days 17:00:00,-9,low
6834,test_a,284 days 18:00:00,-7,low
6835,test_a,284 days 19:00:00,-7,low
6836,test_a,284 days 20:00:00,-8,low
6837,test_a,284 days 21:00:00,-11,low
6838,test_a,284 days 22:00:00,-7,low
6839,test_a,284 days 23:00:00,-3,low
6840,test_a,285 days 00:00:00,-4,low
6841,test_a,285 days 01:00:00,-4,low
6842,test_a,285 days 02:00:00,2,low
6843,test_a,285 days 03:00:00,3,low
6844,test_a,285 days 04:00:00,0,low
6845,test_a,285 days 05:00:00,-3,low
6846,test_a,285 days 06:00:00,-6,low
6847,test_a,285 days 07:00:00,-5,low
6848,test_a,285 days 08:00:00,-8,low
6849,test_a,285 days 09:00:00,-6,low
6850,test_a,285 days 10:00:00,-1,low
6851,test_a,285 days 11:00:00,1,low
6852,test_a,285 days 12:00:00,2,low
6853,test_a,285 days 13:00:00,-3,low
6854,test_a,285 days 14:00:00,-1,low
6855,test_a,285 days 15:00:00,1,low
6856,test_a,285 days 16:00:00,1,low
6857,test_a,285 days 17:00:00,1,low
6858,test_a,285 days 18:00:00,2,low
6859,test_a,285 days 19:00:00,1,low
6860,test_a,285 days 20:00:00,-2,low
6861,test_a,285 days 21:00:00,-4,low
6862,test_a,285 days 22:00:00,-2,low
6863,test_a,285 days 23:00:00,-1,low
6864,test_a,286 days 00:00:00,1,low
6865,test_a,286 days 01:00:00,1,low
6866,test_a,286 days 02:00:00,3,low
6867,test_a,286 days 03:00:00,4,low
6868,test_a,286 days 04:00:00,6,low
6869,test_a,286 days 05:00:00,6,low
6870,test_a,286 days 06:00:00,5,low
6871,test_a,286 days 07:00:00,3,low
6872,test_a,286 days 08:00:00,2,low
6873,test_a,286 days 09:00:00,1,low
6874,test_a,286 days 10:00:00,2,low
6875,test_a,286 days 11:00:00,1,low
6876,test_a,286 days 12:00:00,-1,low
6877,test_a,286 days 13:00:00,-4,low
6878,test_a,286 days 14:00:00,-2,low
6879,test_a,286 days 15:00:00,-3,low
6880,test_a,286 days 16:00:00,0,low
6881,test_a,286 days 17:00:00,1,low
6882,test_a,286 days 18:00:00,1,low
6883,test_a,286 days 19:00:00,0,low
6884,test_a,286 days 20:00:00,0,low
6885,test_a,286 days 21:00:00,0,low
6886,test_a,286 days 22:00:00,2,low
6887,test_a,286 days 23:00:00,3,low
6888,test_a,287 days 00:00:00,4,low
6889,test_a,287 days 01:00:00,4,low
6890,test_a,287 days 02:00:00,2,low
6891,test_a,287 days 03:00:00,0,low
6892,test_a,287 days 04:00:00,0,low
6893,test_a,287 days 05:00:00,6,low
6894,test_a,287 days 06:00:00,11,low
6895,test_a,287 days 07:00:00,14,low
6896,test_a,287 days 08:00:00,16,low
6897,test_a,287 days 09:00:00,15,low
6898,test_a,287 days 10:00:00,13,low
6899,test_a,287 days 11:00:00,12,low
6900,test_a,287 days 12:00:00,11,low
6901,test_a,287 days 13:00:00,11,low
6902,test_a,287 days 14:00:00,10,low
6903,test_a,287 days 15:00:00,11,low
6904,test_a,287 days 16:00:00,11,low
6905,test_a,287 days 17:00:00,13,low
6906,test_a,287 days 18:00:00,13,low
6907,test_a,287 days 19:00:00,17,low
6908,test_a,287 days 20:00:00,21,low
6909,test_a,287 days 21:00:00,20,low
6910,test_a,287 days 22:00:00,18,low
6911,test_a,287 days 23:00:00,18,low
6912,test_a,288 days 00:00:00,20,low
6913,test_a,288 days 01:00:00,20,low
6914,test_a,288 days 02:00:00,21,low
6915,test_a,288 days 03:00:00,21,low
6916,test_a,288 days 04:00:00,19,low
6917,test_a,288 days 05:00:00,22,low
6918,test_a,288 days 06:00:00,18,low
6919,test_a,288 days 07:00:00,18,low
6920,test_a,288 days 08:00:00,17,low
6921,test_a,288 days 09:00:00,15,low
6922,test_a,288 days 10:00:00,16,low
6923,test_a,288 days 11:00:00,14,low
6924,test_a,288 days 12:00:00,10,low
6925,test_a,288 days 13:00:00,9,low
6926,test_a,288 days 14:00:00,6,low
6927,test_a,288 days 15:00:00,3,low
6928,test_a,288 days 16:00:00,4,low
6929,test_a,288 days 17:00:00,4,low
6930,test_a,288 days 18:00:00,7,low
6931,test_a,288 days 19:00:00,8,low
6932,test_a,288 days 20:00:00,6,low
6933,test_a,288 days 21:00:00,8,low
6934,test_a,288 days 22:00:00,11,low
6935,test_a,288 days 23:00:00,10,low
6936,test_a,289 days 00:00:00,9,low
6937,test_a,289 days 01:00:00,5,low
6938,test_a,289 days 02:00:00,5,low
6939,test_a,289 days 03:00:00,5,low
6940,test_a,289 days 04:00:00,6,low
6941,test_a,289 days 05:00:00,8,low
6942,test_a,289 days 06:00:00,8,low
6943,test_a,289 days 07:00:00,8,low
6944,test_a,289 days 08:00:00,9,low
6945,test_a,289 days 09:00:00,9,low
6946,test_a,289 days 10:00:00,10,low
6947,test_a,289 days 11:00:00,12,low
6948,test_a,289 days 12:00:00,13,low
6949,test_a,289 days 13:00:00,13,low
6950,test_a,289 days 14:00:00,12,low
6951,test_a,289 days 15:00:00,13,low
